singer,song,album,lyrics
Can Bonomo,Hep Bi Derdi Olur,Meczup,"Keyfini bozmadı
Yine bana gelmeden
Kendine uğradı
Geçer zaman geçer gider hemen
Kafasına takmadı
Sizi yolda görmeden
Bileğini kesmişti
Kanar şimdi ölür artık gider
O der banane, banane
Öldün gideli ben
Oofff size ne, size ne
Gitti şimdi koptu sizden
Hep bi derdi olur
O kendini bulur
Anlatırsın olmaz
O bildiğinden şaşmaz Size düşmez yolu
Kimse sevmez onu
Kalmadı o kimseye
Yollar alır onu  
Hep bi derdi olur
O kendini bulur
Anlatırsın olmaz
O bildiğinden şaşmaz
Size düşmez yolu
Kimse sevmez onu
Kalmadı o kimseye
Yollar alır onu  x2"
Can Bonomo,Her Kız Başka,Bulunmam Gerek,"Maç bitmiş eve varmadan
Uyudum sigaram sönmeden
Her risk başka her lüks başka özlem
Her iş başka her kız başka problem
Bulutlu hava yine açmadı
Hatun bana gece neşe saçmadı
Yüklene yüklene oldum cümlede yüklem
Her iş başka her kız başka problem
Aaa aaa aaa
Her iş başka her kız başka problem
Bir derdim başlar bir biter gider
Her gün elem her gün keder
İndir silahını kader yeter
Gözlerimde makul bir normale özlem
Her iş başka her kız başka problem
Aaa aaa aaa Her iş başka her kız başka problem
Bezim yokken bu tarakta
Yattı kupon son ayakta
Şansım yok zaten karşı bana ailem
Her iş başka her kız başka problem
Patron geri adım atmadı
Hesaba bu ay para yatmadı
Allahım bitmek bilmez mi çilem
Her iş başka her kız başka problem
Aaa aaa aaa
Her iş başka her kız başka problem
Bir derdim başlar bir biter gider
Her gün elem her gün keder
İndir silahını kader yeter
Gözlerimde makul bir normale özlem
Her iş başka her kız başka problem"
Can Bonomo,Hikayem Bitmedi,Bulunmam Gerek,"Bir hikayem var
Bir hikayem bitmedi
Yorgandan yastıktan
Kokusu gitmedi
Yaz bana ne yazarsan yaz doktor
Ağladım ağlamaklar yetmedi
Mutsuzum çok hastayım güldür beni doktor
Öldüm ama hayattayım tarifi çok zor
Çıkmaz bir sokaktayım gel bul beni doktor
Sanki çocuk yaştayım bana bilmeceler sor
Hava kapanır eser batıdan
Bir çocuk evine döner yatıdan
Soy beni sol baştan doktor Al kurtar beni bu sıkıntıdan
Mutsuzum çok hastayım güldür beni doktor
Öldüm ama hayattayım tarifi çok zor
Çıkmaz bir sokaktayım gel bul beni doktor
Sanki çocuk yaştayım bana bilmeceler sor
Bitince kara kışlar
Ulaşır ona mektubumla kuşlar
Dinince yakarışlar
Belki de yeni bir ömür başlar
Mutsuzum çok hastayım güldür beni doktor
Öldüm ama hayattayım tarifi çok zor
Çıkmaz bir sokaktayım gel bul beni doktor
Sanki çocuk yaştayım bana bilmeceler sor"
Can Bonomo,Kal Bugün,Kâinat Sustu,"Bir kuş uçar pencereden, haber verir ey
Ben yanarım, bu dağlar bana dar gelir ey
Kal, evim ol, çil çil olsun taşların
Ellerin yastık yorgan, sarı saçların
Kal, gitme; fikrim sende
Sen bir başkasını sevsen de
Var gitme, ölürüm o zaman ben
Yâr gitme, ölürüm o zaman ben
Kal bugün, canım ağrıyor
Ellerim tenini arıyor
Saçlarım tel tel ağarıyor
Ölürüm ah, ölürüm o zaman ben
Dur bugün, ruhum eğik bak
Yorgunum, zormuş unutmak
Her gün aynı dileği tutmak
Ölürüm ah, ölürüm o zaman ben
Ölürüm ah, ölürüm o zaman ben
Yol beni al, yârime ver, gel bana ey
Yol canım ol, yoldaşım ol, gül bana ey
Bir gülü al; doğur elime, ciğerlerime
Ben yandım, selamet olsun diğerlerine
Kal, gitme; fikrim sende
Sen bir başkasını sevsen de Var gitme, ölürüm o zaman ben
Yâr gitme, ölürüm o zaman ben
Kal bugün, canım ağrıyor
Ellerim tenini arıyor
Saçlarım tel tel ağarıyor
Ölürüm ah, ölürüm o zaman ben
Dur bugün, ruhum eğik bak
Yorgunum, zormuş unutmak
Her gün aynı dileği tutmak
Ölürüm ah, ölürüm o zaman ben
Tutmayın, tutmayın beni dağlar
Benim sizden uzun şiirlerim var
Yutmayın, unutmayın beni bağlar
Benim sizden büyük aşklarım var
Kal bugün, canım ağrıyor
Ellerim tenini arıyor
Saçlarım tel tel ağarıyor
Ölürüm ah, ölürüm o zaman ben
Dur bugün, ruhum eğik bak
Yorgunum, zormuş unutmak
Her gün aynı dileği tutmak
Ölürüm ah, ölürüm o zaman ben
Ölürüm ah, ölürüm o zaman ben"
Can Bonomo,Kara,Kara,"Bana yine çattı kör talih kahırla,
Istanbul beni temiz hatırla,
Ayrıştım çocukluktan, bir sınırla
Bin tavırla, yine beni buldu
Zaten hep beni bulur
Ben karayım o kara aman da ah karam,
Sözler hep uçup gider
Bir delik açtın şu kalbime kanar yaram,
Gözlerim açık gider x2 Baban kimdi, yaşın kaç, hatırla
Elalem peşimizde satırla
Tükür bizi tükür şehir
İçimizde çocuklarla
Yine beni buldu
Zaten hep beni bulur
Ben karayım o kara aman da ah karam,
Sözler hep uçup gider
Bir delik açtın şu kalbime kanar yaram,
Gözlerim açık gider x2"
Can Bonomo,Kaçak,Bulunmam Gerek,"Çökmüş şehre bir karanlık
Bir yere gitmem ben artık
Kaçmak olmaz bu davadan
Mutlu olmak bedavadan
Özgürlüktür benim şarkım
Herkese söylemek hakkım
Sözüm sözden cayanlara
Özünde durmayanlara
Kaçak kaçak nereden
Bir çayımı içmeden
Yol yollar hep uçsuzdur
Polis suçsuzdur demeden
Kirlenmiş bomboş sokaklar
Etrafta zalim korkaklar
Gel sen de şaşma yönünden
Kaçma kaçılmaz ölümden Gökler denizler aşkımız
Asla bölünmez şarkımız
Sözüm sözünden cayanlara
Özünde durmayanlara
Kaçak kaçak nereden
Bir çayımı içmeden
Yol yollar hep uçsuzdur
Polis suçsuzdur demeden
Düşmanını aşkla oyala
Adalet yoksa
Kaçma kovala
Kaçak kaçak nereden
Bir çayımı içmeden
Yol yollar hep uçsuzdur
Polis suçsuzdur demeden"
Can Bonomo,Keyfim Kaçık Acık,Kâinat Sustu,"Çıktım sokaklara, lodosun gözü yaşlı
Aklımda bin soru vardı, bini de belli başlı
Yürüdüm yolları; ıslandım, üşüyorum
Bozdum oyunlarını, yine de düşüyorum
Git artık, oyna; hiç yerinde durma, çık
Git artık, oyna; her birini duy
Kararıyor gece, daralıyor yine
İçim açın camı, içim açın camı
Yaramıyor bana, canımı yor yine
Keyfim kaçık acık, keyfim kaçık acık Kıyamet çekti sağa, indirdi şoför camı
Gel dedi, bin arkaya; uzayalım uzaya
Vardık uzaklara; in dedi, geldik kaptan
Yaklaştık eyvahlara, bu mavi renkli haptan
Git artık, oyna; hiç yerinde durma, çık
Git artık, oyna; her birini duy
Kararıyor gece, daralıyor yine
İçim açın camı, içim açın camı
Yaramıyor bana, canımı yor yine
Keyfim kaçık acık, keyfim kaçık acık"
Can Bonomo,Korku,Meczup,"Korktun ölümden yine olmaz
Kork sen yaşamaktan daha zor olamaz
Kaçtın önümden yine olmaz
Kal gitme yanımdan, onlar yalancılar
Kendilerine yetmez onlar, çimende bitmez onlar
Düştüler mi de peşine, bak be sen de hep işine
Yollar da gitmez onlar, batıp da çıkmaz onlar
Durdular mı hep yolunda, kim kazandı bak sonunda
Heryere baktım
Gelmez artık o peşimden, çıkmıyor ki hiç düşümden
Beğenmedim ki ben oyunu, çalmadı şarkılar
Geçmedi ki hiç içimden, dönmedi bir şey yerinden
İçtim içtim bulduğumu, çalsın artık şarkılar x2"
Can Bonomo,Love Me Back,Eurovision 2012,"Oh, hey, hey! Baby love me back today
Never ever sink my ship and sail away
Oh, uh, oh! Baby don't shut me down
Give me all the love I need and I'll be gone
I'm a lonely sailor drinking the night away
My ship is made from hope, she's searching for your bay
But you don't care
Hop on to my ship baby, I'll make you fly
You love me and you know that baby don't you lie
Like me like I like you and say Naninaninana
Oh, uh, oh! We need a bit of Rock'n Roll
Baby don't you crush my soul and make me fall
Oh, hey, hey! Baby love me back today
Don't you ever sink my ship and sail away Hop on to my ship baby, I'll make you fly
You love me and you know that baby don't you lie
Like me like I like you and say Naninaninanina
Na na na
Pirates, high seas, cautions, cannons and potions 
A sailor's passion can always conquer the oceans
Sing with me my children
Hop on to my ship baby, I'll make you fly
You love me and you know that baby don't you lie
Like me like I like you and say Nananinanina
Na na na
Hayde!
nananinanannaininininanananina"
Can Bonomo,Maşrapa,Aşktan ve Gariplikten,"Ah ulan bak ne olduk ya
Dolanamadık bir çarşafa
Rakı makı ver bir maşrapa
İçtim orama dokunma
Ah kanıyor aman
İçmezsem geçmez zaman
Bin masal bir kahraman
Yeni aşklar pek bir yaman aman aman
Belki kara sevdalarda geçer zamanla
Kandırılmam uyutulmam yalanla
Belki yola gelir beni anlar sonunda
Buluşuruz en olurlu masallarda
Kumbara kara para firkete sopa
Gene giremedik hiçbir topa
Rakı makı ve bir maşrapa
Öldüm Allahsız sen oyna Hiç yok mu iman ?
Ben gemi sen o ıssız liman
Saklarsan bir tek saman
Gelmez hiç doğru zaman aman aman
Belki kara sevdalarda geçer zamanla
Kandırılmam uyutulmam yalanla
Belki yola gelir beni anlar sonunda
Buluşuruz en olurlu masallarda
Oooooooo ooooo ooooo
Saatler sustu, alkol beni kustu
Selam merhaba, taştı maşrapa aman aman
Belki kara sevdalarda geçer zamanla
Kandırılmam uyutulmam yalanla
Belki yola gelir beni anlar sonunda
Buluşuruz en olurlu masallarda"
Can Bonomo,Meczup,Meczup,"Bir meczup hali yaman
İçmemiş kalmış harman
Deliye dönmüş ondan
Dönme ey meczup uyan
Dermiş hep aşklar yalan
Korkmam oyunlarından
Sona gidermiş her an
Gitme ey meczup uyan 
En ileri durma meczup seni de üzerler
Kimileri var ki meczup derini yüzerler 
Kafana da takma meczup yoluna bakarlar 
Hiç oralı olma meczup seni de yakarlar
Yalanların arkasından, gitme meczup 
Bu kadar mı kolay ?
Yabanların bahçesinden, geçme meczup 
Bu seni sen yapar
Bir meczup hali yaman
İçmemiş kalmış harman
Deliye dönmüş ondan
Dönme ey meczup uyan Dermiş hep aşklar yalan
Korkmam oyunlarından
Sona gidermiş her an
Gitme ey meczup uyan 
En ileri durma meczup seni de üzerler
Kimileri var ki meczup derini yüzerler 
Kafana da takma meczup yoluna bakarlar 
Hiç oralı olma meczup seni de yakarlar
Yalanların arkasından, gitme meczup 
Bu kadar mı kolay ?
Yabanların bahçesinden, geçme meczup 
Bu seni sen yapar
Kafana da takma meczup yoluna bakarlar 
Hiç oralı olma meczup seni de yakarlar
En ileri durma meczup seni de üzerler
Kimileri var ki meczup derini yüzerler 
Kafana da takma meczup yoluna bakarlar 
Hiç oralı olma meczup seni de yakarlar"
Can Bonomo,Min El,Aşktan ve Gariplikten,"Deliler sunar ilmini tepside
Ozanlar dirilir otopside
En doğrusu da olur, tam aksi de
Her şey bambaşka bu galakside
Vay vay vay vay
Vah vah vah vah
Hi hi hi hi
Ha ha ha  x2
Havva bulur moralini giyside
Adem çalışır gece takside
Çok sonrası da garip evvelsi de
Her şey bambaşka bu galakside
Vay vay vay vay 
Vah vah vah vah 
Hi hi hi hi
Ha ha ha x2
Ah min el-aşk ve min el-garaib
Vur-kaç ve alengir dünya ne acayip
Ah min el-aşk ve min el-garaib
Vur-kaç ve alengir dünya ne acayip Deliler sunar ilmini tepside
Ozanlar dirilir otopside
En doğrusu da olur, tam aksi de
Her şey bambaşka bu galakside
Vay vay vay vay 
Vah vah vah vah 
Hi hi hi hi
Ha ha ha
Havva bulur moralini giyside
Adem çalışır gece takside
Çok sonrası da garip evvelsi de
Her şey bambaşka bu galakside
Vay vay vay vay 
Vah vah vah vah 
Hi hi hi hi
Ha ha ha
Ah min el-aşk ve min el-garaib
Vur-kaç ve alengir dünya ne acayip
Ah min el-aşk ve min el-garaib
Vur-kaç ve alengir dünya ne acayip"
Can Bonomo,Namus Belası,,"Düştüm mahpus damlarına
Öğüt veren bol olur
Toplasan o öğütleri
Burdan köye yol olur
Ana baba bacı gardaş
Dar günümde el olur
Namus belasına gardaş
Döktüğümüz kan bizim
Hep bir hallı Turhallıyız
Biz bize benzeriz
Yüz bin kere tövbe eder
Gene şarap içeriz
At bizim avrat bizim
Silah bizim şan bizim
Namus belasına gardaş
Yatarız zından bizim Gız gelinim suna boylum
Doyamadan biz bize
Besmeleyle yüzün açıp
Oturmadan diz dize
Almış kaçırmışlar seni
Çökertmişler ıssıza
Namus belasına gardaş
Kıydığımız can bizim
Ağam kurban beyim kurban
Hallarımı eyledim
Ne bir eksik ne bir fazla
Hepsi tamam söyledim
Kır kalemi kes cezamı
Yaşamayı neyleyim
Namus belasına gardaş
Verdiğimiz can bizim"
Can Bonomo,Olmaz Sensiz,Aşktan ve Gariplikten,"Aşk zor hep hüzünlü şiirle
Kız genç bir telaş ve neşeyle 
Oynar bensiz
Eyvah başım arşa değiyor
Sevdan beni addam ediyor
Olmaz sensiz
Durma sessiz
Kalk gel, unut, kaybet o şehri
Benim kalbim ritmik atmıyor sensiz
Yordun bak kendini sonunda
Bak aşkın para etmiyor orda
Umut çiçek açar dalında
Her şey doğru giderse yolunda Feryat figanı, ahı sende
Sen duy beni dinlemesen de
Kaçma bensiz
Hadi gel bulalım ufak bir pansiyon
Yaklaş yükseldi mi tansiyon
Olmaz sensiz,
Durma bensiz
Kalk gel, unut, kaybet o şehri
Benim kalbim ritmik atmıyor sensiz
Yordun bak kendini sonunda
Bak aşkın para etmiyor orda
Umut çiçek açar dalında
Her şey doğru giderse yolunda"
Can Bonomo,Opium,Meczup,"Severim derdi elimden 
Çeker öperdi yerimden 
Anlamadım, anlamadım
Sordulardı neydi benim adım ?
Yürürüm adım adım
Sen de mi opiuma daldın?
Korkunu kalbine saldın
Ben de mi boş bi masaldım ?
Kendini harcadın attın
Bak bak bak! Geri gelmiş demek
Herkes ağlarken güler o
Ha ha ha ha! Komiksin demek
Kimse bakmazken sen say 
Bir iki üç dört
Haber almazdım Birinden öğreniverdim, gitmişti
Anlamadım, anlamadım
Sordulardı nerde senin yarın ?
Yaradır her yanım
Sen de mi opiuma daldın?
Korkunu kalbine saldın
Ben de mi boş bi masaldım ?
Kendini harcadın attın
Bak bak bak! Geri gelmiş demek
Herkes gülerken ağlar o 
Vah vah vah vah! Trajiksin demek
Kimse bakmazken sen say
Bir iki üç dört"
Can Bonomo,Resmini Görünce,Bulunmam Gerek,"Sen gel yanıma öyle durma
Canıma değiyor o neşen var ya
Ah kıyamam gözleri yıldız gibi
Parlar parlar parlar
Gel içelim bu gece karanlık çökünce
Birden beter oldum resmini görünce
Bir ara bir sor
Özle beni
Şarkımı dinleyince
Sen gül aman ha kaşını çatma
Yaralı canına yeni dertler katma
Ah kıyamam her gece bebek gibi
Ağlar ağlar ağlar
Gel içelim bu gece karanlık çökünce
Birden beter oldum resmini görünce Bir ara bir sor
Özle beni
Şarkımı dinleyince
Böylesini görmedim
(Ne güzel kaş ah ne güzel göz)
Hiçbir şarkıdan da duymadım
(Böyle hoş ses ah ne güzel söz)
Böyle sevmedim sevilmedim
(Ah ne hoştur ah ne özel)
Sen bir gülsen bana yeter
Gel içelim bu gece karanlık çökünce
Birden beter oldum resmini görünce
Bir ara bir sor 
Özle beni
Şarkımı dinleyince"
Can Bonomo,Ruhum Bela,,"Canım çıkar sıkıntıdan
Uykum deli düşüm duman
Onlar kurar üşenmeden
Ben yıkarım hayalleri
Ah bu benim
Ruhum bela
Sevdirmem kendimi kendime evvela
Savaş telaş
Halim fena
İster sataş bana ister alış bakalım oluruna Hayatta hiç yoktur yerim
Alışmadan terk ederim
Güvenme hiç sakın bana
Şarap içip kan kustum derim
Ah benim şu kapkara kalbim
Ömrü bitse derdi bitmiyor
Kırılsa da atıyor
Yorulsa da atıyor
Sevenin anasını ağlatıyor"
Can Bonomo,Sakla,,"Biz küçükken sanki daha küçüktü bu dünya
Şehir kadardı coğrafya çok basitti kimya
Tanımadım aynadaki herifi geçen gün bu kim ya
Ne kadar zamanımız vardı ne kadarını kimler için 
Harcadık attık ya 
Hey ne var ne var üşüyor musun? 
Kanar bileklerim benim bitmez dileklerim 
Hey ne var ne var üşüyor musun? 
Güneş, deniz, para, başım hiç düşmesin dara 
Öp aşkım beni sakla
 Herkese yasakla 
Tutukla yargıla infaz edip akla
 Vurma duvarlara vurma duvar onlar açılmaz Yolun varsa yürürsün yollardan kaçılmaz
Çocukken her şey kolaydı neden büyüdük ya 
Çarşaflar evimizdi yastıktan kaleler dünya 
Ne kadar zamanımız vardı ne kadarını kimler için 
Harcadık attık ya
 Hey ne var ne var üşüyor musun? 
Kanar bileklerim benim bitmez dileklerim 
Hey ne var ne var üşüyor musun?
 Güneş deniz para başım hiç düşmesin dara 
Öp aşkım beni sakla 
Herkese yasakla 
Tutukla yargıla infaz edip akla"
Can Bonomo,Sebebi Var,Meczup,"İçtim ulan kaçılın önümden ,
Az mı çektim onun ellerinden ?
Sen hiç mi ama hiç mi içmedi ?
Ben kimi bekledim ?
İçtim ulan açılın geçeceğim ,
Korların üstünden yürüyeceğim 
Az da biraz daha da büyüyeceğim ,
Kendimi eğleyeceğim 
Bir sebebi var aldırma bitsin,
sen doldur yerine
Gereği var kandır da gitsin,
al şarabını eline! Ne arar aşıklarda gurur?
Kendini paralar da durur
Kalmadı mı bir parça huzur?
Sen gibi yok muzur
Dik dur aman,
Sakın hiç ezilme
Kalemini al kılıcın yerine
Yalnızsın diye hiç üzülme,
Ben içerim yerine !
Bir sebebi var aldırma bitsin,
Sen doldur yerine
Gereği var kandır da gitsin,
Al şarabını eline!"
Can Bonomo,Sen Bunları Duyma,,"Dualarında Bülbül Sesi
Dertlerin Şahanesi
Ceplerinde Bahaneler
Uydurur Da Haneler
Dudağı Bükülür, O Bana Küsen
Yetmedi Yarime Yelden Fırtınam
Dağları Kesen
Hava Kapanır, Bu Çocuk Üzülür
Dinleme Boşver Bu Da Geçer Sen Bunları Duyma
Yan Gel Zurnanın Ucunda Durmadan Oyna
Nisan Yağmuruyla, Açmayız Da
Bu Da Böyle Bir Yol
Sen Bunları Duyma
Gönlüm Fel Fecir Yanar
Sakın Bana Uyma
Her Gün Ağlasam,
Ben Sen Güzel Olur
Bu Da Başka Bir Yol"
Can Bonomo,Senin Olmadan Ölemem,Bulunmam Gerek,"Sen gül yine açsın çiçekler yüzünde
Ben yine yalnız ben perişan
Sen bana bakma mutsuzum ben çok yerimde
İhtiyar bir ruhum her şeye karışan
Sen bana bakma mutsuzum ben çok yerimde
İhtiyar bir ruhum her şeye karışan
Bir ışık yaksan
Bir adım atsan
Artık hiç yoksan ben
Senin olmadan ölemem
Verdiğim sözden dönemem
Zaman sensiz geçmiyor madem
Ömrüm hiç bitmeyen bir matem
Sensin benim tek meselem Sen beni öpsen bu kabuslar geçerdi
Ben yine hasta
Ben alıngan
Bırakıp gitsen çiçeklerim küserdi
Dudağı bükük bir çocuk gibi kırılgan
Bırakıp gitsen çiçeklerim küserdi
Dudağı bükük bir çocuk gibi kırılgan
Bir ışık yaksan
Bir adım atsan
Artık hiç yoksan ben
Senin olmadan ölemem
Verdiğim sözden dönemem
Zaman sensiz geçmiyor madem
Ömrüm hiç bitmeyen bir matem
Sensin benim tek meselem"
Can Bonomo,Son,Aşktan ve Gariplikten,"Aldım başımı yürüdüm gittim
Seneler seneler beni gören olmadı
Çektim silahımı vurdum kralını
Yıllar geçti de beni soran olmadı
Durmadan gidiyoruz,
Sormayın bilmiyoruz
Sonlarına geldik mi yolun ?
Korkmayın biraz daha ilerde durun
Sonlarına geldik mi yolun ?
Üzülmeyin yeni bir öykü daha bulun x2 Bitti bitecek yollar gide gide
Ömrüm geçiyor geçiyor izle
Kaç kişi geldi kaç kişi geçti
Saymadım sayamam ben bu gidişle
Durmadan gidiyoruz,
Sormayın bilmiyoruz
Sonlarına geldik mi yolun ?
Korkmayın biraz daha ilerde durun
Sonlarına geldik mi yolun ?
Üzülmeyin yeni bir öykü daha bulun x2"
Can Bonomo,Süper,Meczup,"Sorma yavrum neden
küçüktün çok sen atlattın
bana bi' gel bi' gel
kimi ben sandın da yıprattın böyle
hep kal burada
Değişme hayat çok güzel
sen
bana deli deme deli değilim ben
hayat güzel değil mi buradayken
memnun musun seferinden
dünya bir başka değil mi aşıkken
sevdin mi sen
sevmek güzel
Yine kuşlar geçer gökyüzünden
şarkılar duyulur o melek sesinden
yine günler geçer bakarsın
bana sen lazımsın ben olmazsam çok ağlarsın
Sevmek çok güzel seni sevmek çok güzel
seni sevmek çok güzel
senin olmak süper
Sevmek çok güzel
seni sevmek çok güzel, seni sevmek çok güzel
benim olman süper Sorma yavrum neden
değiştin sen bambaşkaydın
kaybolmuş hem küçük hem
tam dibe vuracak yaştaydın
Öyle dargın bakma
sen parla yıldızlar sönsün
sen
bana deli deme deli değilim ben
hep yendim tükendim yenilendim ben
sona geldikçe, yola geldim ben
Dünya bir başka değil mi aşıkken
sevdin mi sen
sevmek güzel
Sevmek çok güzel,
seni sevmek çok güzel,
seni sevmek çok güzel
senin olmak süper
Sevmek çok güzel, seni
sevmek çok güzel,
seni sevmek çok güzel
benim olman süper"
